,original_title,year,release_date,rating,votes_number,runtime,countries,genres,director,cast
5010,fireproof,0.7179487179487154,2008-09-26,0.6202531645569619,0.006757268188748417,122,usa,drama fantasy romance,alex kendrick,kirk cameron erin bethea ken bevel stephen dervan eric young jason mcleod harris malcom phyllis malcom perry revell stephanie makulinski renata williams dwan williams amberly marquard joy joiner danielle brooks rebekah willard ron rowe faye sharber ray wood sue holt bill stafford carla hawkins kelly johnson melanie tomlinson bailey cave tommy mcbride heidi johnson shannon kendrick bill butler stephen kendrick marquez waller leigh cox luke bowers mickey bradford cornelious drake chad warbington rick mcdaniel dee kelley john spencer walter burnett shannon davis anthony brown allison dawson taylor glow jade young janet lee dapper blake bailey robin bushnell lil mans tracy goode jim mcbride dot majors deena taylor jj jasper bob waliszewski alex kendrick julianne buescher rob whitehurst
6824,blue chips,0.3589743589743577,1994-02-18,0.5822784810126581,0.0026985820220841797,108,english,drama sport,william friedkin,nick nolte mary mcdonnell jt walsh ed oneill alfre woodard bob cousy shaquille oneal anfernee penny hardaway matt nover cylk cozart anthony c hall kevin benton bill cross marques johnson robert wuhl bobby knight rick pitino george raveling sam armato larry bird nigel miguel kevin walker steve guild mitchell butler ricky collier phil glenn dwayne hackett byron jensen richard petruska dennis tracy sean williams jim beaver debbie young tony gonzalez todd donoho dick vitale frank rossi qiana petty alicia n jones britney mitchell dorothy mccann allan malamud siv svendsen wayne k lebeaux eric harmon james jackson michael johnson mark murray andre l jones gary vitti jim boeheim dick baker marty blake lou campinelli jerry tarkanian ryan berning kiambu fisher keith gibbs thomas hill allan houston sasha hupman adonis jordan matt painter mark raveling craig r riley rodney rogers ed zello eric anderson calbert cheaney dan godfried greg graham joe hillman bobby hurley geert hammink jamal meeks chris reynolds eric riley scott shreffler keith smart darin d archbold demetrius calip sam crawford billy douglass rick fox carlos jackson daric keys matt lien george d lynch iii chris mills ed stokes rex walters randy algoe melinda allen tracy anderson lena banks john e blazier jim caviezel blaine drayer kevin garnett natalie nicole gilbert louis gossett jr reggie gray troy moore christine a pechera rebecca ryiz keith schrader tedd taskey wendy goodman thum aliza washabaugh persia white lars woods
5266,the apparition,0.8205128205128247,2012-08-24,0.31645569620253156,0.005979192710255504,83,usa germany,horror thriller,todd lincoln,ashley greene sebastian stan tom felton julianna guill luke pasqualino rick gomez anna clark suzanne ford tim williams melissa goldberg john grady marti matulis meena serendib
2345,in the valley of elah,0.6923076923076934,2007-09-28,0.6962025316455694,0.028607790251536994,121,usa,crime drama mystery,paul haggis,tommy lee jones charlize theron jason patric susan sarandon james franco barry corbin josh brolin frances fisher wes chatham jake mclaughlin mehcad brooks jonathan tucker wayne duvall roman arabia brent briscoe greg serano brent sexton devin brochu zoe kazan glenn taranto jennifer siebel newsom joseph bertót rick gonzalez loren haynes babak tafti sean huze jack merrill kathy lamkin david doty pab schwendimann josh meyer arron shiver jo harvey allen chris browning david house matthew page pierre barrera mike hatfield james haggis randall adams hans steckly arlin alcala james blackburn damion cruzz diego deane esodie geiger karen m hudson laurie johnson daniel knight william e marshall tracy melhorn z ray wakeman brandon weaver wil willis
4752,fierce creatures,0.4358974358974379,1997-01-24,0.6075949367088607,0.007759128517853189,93,uk usa,comedy,fred schepisi,john cleese jamie lee curtis kevin kline michael palin ronnie corbett carey lowell robert lindsay bille brown derek griffiths cynthia cleese richard ridings maria aitken michael percival fred evans lisa hogan choyling man tim potter jenny galloway kim vithana sean francis julie saunders susie blake pat keen denis lill gareth hunt ron donachie paul haigh kenneth price leon herbert stewart wright kerry shale mac mcdonald amanda walker terence conoley tom georgeson john bardon anthony pedley jennie goossens georgia reece hilary gish brian king peter silverleaf kevin moore leslie lowe iain mitchell valerie edmond nick bartlett ricco ross kate harper nicholas hutchison kate alderton jack davenport jo ann geary william grove francis pope jacqui marchantadams grahame wood john alexander peter elliott tessa crockett phillip hill holly hoffman mario kalli tina maskell elizabeth obrien ailsa berk robert firth holli hoffman noah lee margetts john shearer tina simmons
8199,the anniversary party,0.5384615384615401,2001-06-29,0.5949367088607593,0.0011090513920028883,115,english,comedy drama romance,alan cumming,alan cumming jennifer jason leigh otis steven freedman norizzela monterroso clara demedrano john benjamin hickey parker posey phoebe cates kevin kline owen kline greta kline denis ohare mina badie jane adams john c reilly jennifer beals matt malloy mary lynn rajskub michael panes gwyneth paltrow blair tefkin anouk karen kilgariff molly bryant michael g carroll craig chester christopher lawrence jessica queller jr reed sadie frost matt mcgrath
1090,road trip,0.512820512820511,2000-05-19,0.6075949367088607,0.06781433191524572,93,english,adventure comedy,todd phillips,breckin meyer seann william scott amy smart paulo costanzo dj qualls rachel blanchard anthony rapp fred ward tom green andy dick ethan suplee horatio sanz rhoda griffis marla sucharetza ellen albertini dow edmund lyndeck jessica cauffiel kohl sudduth wendell b harris jr rini bell jaclyn desantis aliya campbell kim fox patricia gaul richie dye mary lynn rajskub tim ware julia wright paula claire jones richard peterson phe caplan avery kidd waddell omar j dorsey preston wigasi brant mia amber davis jimmy kimmel bethany sacks charlie mcwade todd barry bill rowell bill gribble guenevere rodriguez al wiggins lisa chyn daniel emery taylor rachel marinacci bob place frank girardeau marla malcolm matt walsh john ross bowie cristen coppen cleo king lori beth sikes kellie garrigan michael cornier frank cooper mark bez andrew fowler paul simpson krew keth marc gordon tharon johnson raymond deloatch will aklin calvin j wilson benjamin booker bridgett wise aerica damaro todd phillips deborah zoe the kgb johnny genius moses tom peyton ben kramer eric tobias aviva cameron beach valeisha butterfield randall carlton doshia darmane matt fowler adam fristoe benjamin gravitt mandy lauderdale summer leann ron marino relton mcburrows patrick millsaps muretta moss jacob moyer moats shanda lee munson kendra myers casey nelson ernest peterson byron purvis noah ray michael south jim spann jonathan thompson alex watson heather worley
3930,the four feathers,0.5641025641025621,2002-09-20,0.6202531645569619,0.012115410924931937,132,uk usa,adventure drama romance,shekhar kapur,wes bentley mohamed bouich campbell brown daniel caltagirone james cosmo andy coumbe angela douglas karim doukkali lucy gordon megan hall james hillier nick holder djimon hounsou kate hudson alex jennings alexandra kabi heath ledger julio lewis craig mcdonald lionel mahop richard wulf kris marshall manar mohamed marouazi mohammed nider mohamed anna diafe ndiaye medoune ndiaye deobia oparei mohamen mehdi ouazanni charles pemberton rupert penryjones tim pigottsmith mohamed quatib laila rouass hugh ross thioumbe samb michael sheen mark tonderai alek wek alex zorbas bruce lawrence rhidian bridge gary bunn christian coulson ray donn james embree natalie hallam hugo hedley serena lorien cassie newby ben uttley john whitby
6473,the 9th life of louis drax,0.9230769230769269,2016-09-02,0.5949367088607593,0.0032542830586875767,108,uk canada usa,mystery thriller,alexandre aja,aiden longworth sarah gadon michael adamthwaite beckham skodje adam abrams aaron paul molly parker terry chen randi lynne john hainsworth julian wadham goldie hoffman jamie dornan nels lennarson anjali jay oliver platt ostara gardy jennifer derwojed lina roessler luke camilleri jane mcgregor sarahjane redmond anthony shudra alex zahara fiona vroom iris paluly barbara hershey david lloyd kent thomson justin bowe spencer drever dakota guppy max minghella john specogna
5055,the goods live hard sell hard,0.7435897435897445,2009-08-14,0.5316455696202531,0.00663879385607155,89,usa,comedy,neal brennan,jeremy piven ving rhames james brolin david koechner kathryn hahn ed helms jordana spiro tony hale ken jeong rob riggle alan thicke charles napier jonathan sadowski noureen dewulf wendie malick craig robinson bryan callen joey kern kristen schaal chris gartin jessica st clair mary castro gary sanchez matt walsh samantha albert ian roberts jean villepique brooke lenzi morgan murphy gwen stewart courtney alain bradshaw tj miller molly erdman paul lieberstein erica vittina phillips sabrina renata maahs brianne van cuyck don abernathy david bantly bambi birnbaum jason castle david cohen ivonnah erskine will ferrell gina gershon austin honaker kayla laws itai levin cheryl lyone alan mueting bradley steven perry sandra rosko vanessa ross danielle souza brennan taylor kulap vilaysack nancy young juliana zanville
3797,bulletproof,0.4102564102564088,1996-09-06,0.5316455696202531,0.013102697030572489,84,english,action comedy crime,ernest r dickerson,damon wayans adam sandler james caan jeep swenson james farentino kristen wilson larry mccoy allen covert bill nunn mark roberts mark casella andrew shaifer monica potter jonathan loughran steve white gwen mcgee bill capizzi charmaine craig jill holden lovette john decker xander berkeley sal landi david labiosa conrad goode maury sterling scott hoxby victor aaron jacqui dickerson donna m duffy janice rivera loetta earnest cindy barrera ford scott garret sato paule stewart lisa michelle axelrod tracee cocco kacee demasi michelle nicholson svenole thorsen
2109,dantes peak,0.4358974358974379,1997-02-07,0.5443037974683544,0.032653782739700134,108,usa,action adventure thriller,roger donaldson,pierce brosnan linda hamilton jamie renée smith jeremy foley elizabeth hoffman charles hallahan grant heslov kirk trutner arabella field tzi ma brian reddy lee garlington bill bolender carole androsky peter jason jeffrey l ward tim haldeman walker brandt hansford rowe susie spear purcell david lipper heather stephens rj burns tammy l smith christopher murray justin williams donna ostrom tom magnuson marilyn leubner ed stone adam william douglas bennett mike butters ingo neuhaus tod rainey
8469,bubble,0.6410256410256423,2006-01-27,0.6329113924050631,0.0008890276313172794,73,usa,crime drama mystery,steven soderbergh,debbie doebereiner omar cowan dustin james ashley phyllis workman laurie l wee daniel r christian misty wilkins madison wilkins k smith decker moody thomas r davis ross clegg scott smeeks m stephen deem leonora k hornbeck katherine beaumier joyce brookhart david hubbard
